Date/Time,Year,Month,Day,Data Quality,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Mean Temp,Mean Temp Flag,Heat Deg Days,Heat Deg Days Flag,Cool Deg Days,Cool Deg Days Flag,Total Rain,Total Rain Flag,Total Snow,Total Snow Flag,Total Precip,Total Precip Flag,Snow on Grnd,Snow on Grnd Flag,Dir of Max Gust,Dir of Max Gust Flag,Spd of Max Gust,Spd of Max Gust Flag
8/21/2014,2014,8,21,?,23.1,,17.6,,20.4,,0,,2.4,,,M,,M,0,,,,9,,33,
8/22/2014,2014,8,22,?,23.6,,16.7,,20.2,,0,,2.2,,,M,,M,0,,,,,,<31,
8/23/2014,2014,8,23,?,26.2,,15.7,,21,,0,,3,,,M,,M,0,,,,,,<31,
8/24/2014,2014,8,24,?,27.9,,14.4,,21.2,,0,,3.2,,,M,,M,0,,,,,,<31,
8/25/2014,2014,8,25,?,28.7,,18,,23.4,,0,,5.4,,,M,,M,0,,,,,,<31,
8/26/2014,2014,8,26,?,28.7,,17.4,,23.1,,0,,5.1,,,M,,M,0,,,,25,,37,
8/27/2014,2014,8,27,?,25.6,,17.5,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
8/28/2014,2014,8,28,?,22.4,,12.8,,17.6,,0.4,,0,,,M,,M,0,,,,27,,37,
8/29/2014,2014,8,29,?,22.5,,10.8,,16.7,,1.3,,0,,,M,,M,0,,,,,,<31,
8/30/2014,2014,8,30,?,27,,16.3,,21.7,,0,,3.7,,,M,,M,0,,,,20,,32,
8/31/2014,2014,8,31,?,25.5,,20.1,,22.8,,0,,4.8,,,M,,M,9.8,,,,24,,43,
9/1/2014,2014,9,1,?,25.9,,19.1,,22.5,,0,,4.5,,,M,,M,0,,,,,,<31,
9/2/2014,2014,9,2,?,29,,18.5,,23.8,,0,,5.8,,,M,,M,3.3,,,,29,,54,
9/3/2014,2014,9,3,?,25.3,,18.1,,21.7,,0,,3.7,,,M,,M,0,,,,28,,35,
9/4/2014,2014,9,4,?,27.8,,16.6,,22.2,,0,,4.2,,,M,,M,0,,,,23,,32,
9/5/2014,2014,9,5,?,30.5,,19.2,,24.9,,0,,6.9,,,M,,M,2,,,,28,,48,
9/6/2014,2014,9,6,?,23.5,,10.5,,17,,1,,0,,,M,,M,3.7,,,,29,,37,
9/7/2014,2014,9,7,?,22,,10.6,,16.3,,1.7,,0,,,M,,M,0,,,,27,,37,
9/8/2014,2014,9,8,?,24.6,,11.4,,18,,0,,0,,,M,,M,0,,,,,,<31,
9/9/2014,2014,9,9,?,23.1,,13.8,,18.5,,0,,0.5,,,M,,M,0,,,,14,,39,
9/10/2014,2014,9,10,?,24.9,,13.5,,19.2,,0,,1.2,,,M,,M,0,,,,13,,39,
9/11/2014,2014,9,11,?,25.2,,9.6,,17.4,,0.6,,0,,,M,,M,5.3,,,,24,,61,
9/12/2014,2014,9,12,?,14.4,,7.7,,11.1,,6.9,,0,,,M,,M,0,,,,,,<31,
9/13/2014,2014,9,13,?,12.8,,6.9,,9.9,,8.1,,0,,,M,,M,18.1,,,,12,,48,
9/14/2014,2014,9,14,?,11,,4.6,,7.8,,10.2,,0,,,M,,M,0,,,,28,,35,
9/15/2014,2014,9,15,?,18.2,,4.8,,11.5,,6.5,,0,,,M,,M,0,,,,21,,32,
9/16/2014,2014,9,16,?,18.4,,10.5,,14.5,,3.5,,0,,,M,,M,0,,,,26,,35,
9/17/2014,2014,9,17,?,17.3,,8.9,,13.1,,4.9,,0,,,M,,M,1.4,,,,22,,33,
9/18/2014,2014,9,18,?,,M,8.6,E,,M,,M,,M,,M,,M,,M,,,,M,,M
9/19/2014,2014,9,19,?,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
9/20/2014,2014,9,20,?,19.6,,9,,14.3,,3.7,,0,,,M,,M,0,,,,17,,39,
9/21/2014,2014,9,21,?,22.9,,14.2,,18.6,,0,,0.6,,,M,,M,5.2,,,,18,,41,
9/22/2014,2014,9,22,?,14.2,,7.4,,10.8,,7.2,,0,,,M,,M,0,,,,28,,57,
9/23/2014,2014,9,23,?,17.4,,7.8,,12.6,,5.4,,0,,,M,,M,0.9,,,,28,,37,
9/24/2014,2014,9,24,?,22.2,,7.5,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
9/25/2014,2014,9,25,?,22.8,,10.7,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
9/26/2014,2014,9,26,?,25.4,,12.9,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
9/27/2014,2014,9,27,?,25.7,,14,,19.9,,0,,1.9,,,M,,M,0,,,,,,<31,
9/28/2014,2014,9,28,?,25.1,,15.5,,20.3,,0,,2.3,,,M,,M,0,,,,22,,32,
9/29/2014,2014,9,29,?,17.9,,9.1,,13.5,,4.5,,0,,,M,,M,0,,,,2,,39,
9/30/2014,2014,9,30,?,17.7,,9.5,,13.6,,4.4,,0,,,M,,M,0,,,,4,,33,
10/1/2014,2014,10,1,?,16.8,,10.5,,13.7,,4.3,,0,,,M,,M,,M,,,,,<31,
10/2/2014,2014,10,2,?,20.6,,9,,14.8,,3.2,,0,,,M,,M,0,,,,,,<31,
10/3/2014,2014,10,3,?,23.1,,9.2,,16.2,,1.8,,0,,,M,,M,0,,,,13,,46,
10/4/2014,2014,10,4,?,16.5,,10.1,,13.3,,4.7,,0,,,M,,M,21.6,,,,13,,46,
10/5/2014,2014,10,5,?,13.9,,8.1,,11,,7,,0,,,M,,M,0,,,,25,,37,
10/6/2014,2014,10,6,?,16.2,,7.6,,11.9,,6.1,,0,,,M,,M,0,,,,15,,52,
10/7/2014,2014,10,7,?,18.5,,12,,15.3,,2.7,,0,,,M,,M,3,,,,15,,54,
10/8/2014,2014,10,8,?,17.3,,9.1,,13.2,,4.8,,0,,,M,,M,19,,,,26,,56,
10/9/2014,2014,10,9,?,12.3,,5.6,,9,,9,,0,,,M,,M,0.3,,,,24,,67,
10/10/2014,2014,10,10,?,11.9,,4.6,,8.3,,9.7,,0,,,M,,M,0.2,,,,26,,35,
10/11/2014,2014,10,11,?,13.1,,2.6,,7.9,,10.1,,0,,,M,,M,0,,,,,,<31,
10/12/2014,2014,10,12,?,13.3,,1.9,,7.6,,10.4,,0,,,M,,M,0,,,,,,<31,
10/13/2014,2014,10,13,?,18,,3.3,,10.7,,7.3,,0,,,M,,M,0,,,,,,<31,
10/14/2014,2014,10,14,?,24.8,,13.7,,19.3,,0,,1.3,,,M,,M,0,,,,14,,32,
10/15/2014,2014,10,15,?,23.5,,17.7,,20.6,,0,,2.6,,,M,,M,4.5,,,,15,,37,
10/16/2014,2014,10,16,?,21.9,,15,,18.5,,0,,0.5,,,M,,M,6.4,,,,14,,44,
10/17/2014,2014,10,17,?,18,,14,,16,,2,,0,,,M,,M,0.2,,,,21,,48,
10/18/2014,2014,10,18,?,17,,5.4,,11.2,,6.8,,0,,,M,,M,1.4,,,,31,,43,
10/19/2014,2014,10,19,?,7.3,,2.9,,5.1,,12.9,,0,,,M,,M,0,,,,32,,43,
10/20/2014,2014,10,20,?,7,,1.2,,4.1,,13.9,,0,,,M,,M,0.6,,,,,,<31,
10/21/2014,2014,10,21,?,7.8,,6,,6.9,,11.1,,0,,,M,,M,2.1,,,,4,,39,
10/22/2014,2014,10,22,?,12.7,,6.3,,9.5,,8.5,,0,,,M,,M,0,,,,5,,48,
10/23/2014,2014,10,23,?,9,E,7.2,E,8.1,E,9.9,E,0,E,,M,,M,5.1,E,,,,M,,M
10/24/2014,2014,10,24,?,11.8,,7.1,,9.5,,8.5,,0,,,M,,M,0.9,,,,,,<31,
10/25/2014,2014,10,25,?,13.3,,6.1,,9.7,,8.3,,0,,,M,,M,3.1,,,,26,,33,
10/26/2014,2014,10,26,?,11.2,,7.3,,9.3,,8.7,,0,,,M,,M,0.7,,,,28,,43,
10/27/2014,2014,10,27,?,11.2,,5.9,,8.6,,9.4,,0,,,M,,M,0,,,,28,,41,
10/28/2014,2014,10,28,?,13.9,,7,,10.5,,7.5,,0,,,M,,M,5.2,,,,,,<31,
10/29/2014,2014,10,29,?,14.4,,8.9,,11.7,,6.3,,0,,,M,,M,0.2,,,,26,,50,
10/30/2014,2014,10,30,?,9.9,,2.1,,6,,12,,0,,,M,,M,,M,,,,,<31,
10/31/2014,2014,10,31,?,7.7,,1.5,,4.6,,13.4,,0,,,M,,M,0,,,,3,,32,
11/1/2014,2014,11,1,?,6.7,,2,,4.4,,13.6,,0,,,M,,M,0,,,,3,,46,
11/2/2014,2014,11,2,?,7.9,,-0.3,,3.8,,14.2,,0,,,M,,M,0,,,,35,,46,
11/3/2014,2014,11,3,?,6.7,,-1.3,,2.7,,15.3,,0,,,M,,M,0,,,,29,,41,
11/4/2014,2014,11,4,?,11.6,,4.5,,8.1,,9.9,,0,,,M,,M,2.2,,,,21,,37,
11/5/2014,2014,11,5,?,12.3,,6.6,,9.5,,8.5,,0,,,M,,M,1.7,,0,T,24,,57,
11/6/2014,2014,11,6,?,8.6,,3.1,,5.9,,12.1,,0,,,M,,M,2.7,,0,T,,,<31,
11/7/2014,2014,11,7,?,5.4,,-0.2,,2.6,,15.4,,0,,,M,,M,1.2,,0,T,35,,43,
11/8/2014,2014,11,8,?,4.4,,-1.9,,1.3,,16.7,,0,,,M,,M,0.2,,0,T,29,,32,
11/9/2014,2014,11,9,?,6.6,,2.7,,4.7,,13.3,,0,,,M,,M,0,,0,T,22,,52,
11/10/2014,2014,11,10,?,7.3,,4.2,,5.8,,12.2,,0,,,M,,M,0,,0,T,,,<31,
11/11/2014,2014,11,11,?,12.7,,0.6,,6.7,,11.3,,0,,,M,,M,0,,0,T,4,,37,
11/12/2014,2014,11,12,?,8.5,,2.1,,5.3,,12.7,,0,,,M,,M,3.6,,0,T,25,,61,
11/13/2014,2014,11,13,?,4.8,,-1,,1.9,,16.1,,0,,,M,,M,0,,0,T,26,,41,
11/14/2014,2014,11,14,?,2,,-3.8,,-0.9,,18.9,,0,,,M,,M,,M,0,T,30,,35,
11/15/2014,2014,11,15,?,1.8,,-5.4,,-1.8,,19.8,,0,,,M,,M,0.2,,0,T,28,,37,
11/16/2014,2014,11,16,?,3.6,,-0.7,,1.5,,16.5,,0,,,M,,M,0.9,,0,T,22,,37,
11/17/2014,2014,11,17,?,1.7,,-0.2,,0.8,,17.2,,0,,,M,,M,12.8,,0,T,25,,43,
11/18/2014,2014,11,18,?,1.8,,-4.5,,-1.4,,19.4,,0,,,M,,M,0.7,,0,T,25,,61,
11/19/2014,2014,11,19,?,-1.5,,-7.2,,-4.4,,22.4,,0,,,M,,M,0,,0,T,26,,43,
11/20/2014,2014,11,20,?,0.4,,-5.1,,-2.4,,20.4,,0,,,M,,M,0.2,,1,,25,,52,
11/21/2014,2014,11,21,?,-4.4,,-7.1,,-5.8,,23.8,,0,,,M,,M,0,,0,T,27,,43,
11/22/2014,2014,11,22,?,3.3,,-6.5,,-1.6,,19.6,,0,,,M,,M,3.5,,0,T,21,,54,
11/23/2014,2014,11,23,?,8.1,,3.2,,5.7,,12.3,,0,,,M,,M,0,,0,T,,,<31,
11/24/2014,2014,11,24,?,,M,5.8,E,,M,,M,,M,,M,,M,,M,0,T,,M,,M
11/25/2014,2014,11,25,,,,,,,,,,,,,,,,,,,,,,,
11/26/2014,2014,11,26,,,,,,,,,,,,,,,,,,,,,,,
11/27/2014,2014,11,27,,,,,,,,,,,,,,,,,,,,,,,
11/28/2014,2014,11,28,,,,,,,,,,,,,,,,,,,,,,,
11/29/2014,2014,11,29,,,,,,,,,,,,,,,,,,,,,,,
11/30/2014,2014,11,30,,,,,,,,,,,,,,,,,,,,,,,
12/1/2014,2014,12,1,,,,,,,,,,,,,,,,,,,,,,,
12/2/2014,2014,12,2,,,,,,,,,,,,,,,,,,,,,,,
12/3/2014,2014,12,3,,,,,,,,,,,,,,,,,,,,,,,
12/4/2014,2014,12,4,,,,,,,,,,,,,,,,,,,,,,,
12/5/2014,2014,12,5,,,,,,,,,,,,,,,,,,,,,,,
12/6/2014,2014,12,6,,,,,,,,,,,,,,,,,,,,,,,
12/7/2014,2014,12,7,,,,,,,,,,,,,,,,,,,,,,,
12/8/2014,2014,12,8,,,,,,,,,,,,,,,,,,,,,,,
12/9/2014,2014,12,9,,,,,,,,,,,,,,,,,,,,,,,
12/10/2014,2014,12,10,?,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
12/11/2014,2014,12,11,?,0.4,,-3.7,,-1.7,,19.7,,0,,,M,,M,4.7,,34,,3,,37,
12/12/2014,2014,12,12,?,,M,-4.2,E,,M,,M,,M,,M,,M,,M,39,,,,<31,
12/13/2014,2014,12,13,?,-1.6,,-5.3,,-3.5,,21.5,,0,,,M,,M,0,,11,,25,,37,
12/14/2014,2014,12,14,?,-1,,-4.5,,-2.8,,20.8,,0,,,M,,M,0,,10,,,,<31,
12/15/2014,2014,12,15,?,0,,-2,,-1,,19,,0,,,M,,M,0,,10,,,,<31,
12/16/2014,2014,12,16,?,1,,-1.3,,-0.2,,18.2,,0,,,M,,M,0,,10,,,,<31,
12/17/2014,2014,12,17,?,1,,-0.2,,0.4,,17.6,,0,,,M,,M,1.5,,9,,,,<31,
12/18/2014,2014,12,18,?,0.4,,-2.5,,-1.1,,19.1,,0,,,M,,M,,M,8,,,,<31,
12/19/2014,2014,12,19,?,-2.4,,-10.7,,-6.6,,24.6,,0,,,M,,M,0.2,,9,,,,<31,
12/20/2014,2014,12,20,?,-7.4,,-14.7,,-11.1,,29.1,,0,,,M,,M,0,,9,,,,<31,
12/21/2014,2014,12,21,?,-7,,-10.2,,-8.6,,26.6,,0,,,M,,M,0,,9,,,,<31,
12/22/2014,2014,12,22,?,-5,,-8.1,,-6.6,,24.6,,0,,,M,,M,0,,9,,6,,32,
12/23/2014,2014,12,23,?,3.3,,-5.2,,-1,,19,,0,,,M,,M,4.8,,10,,,,<31,
12/24/2014,2014,12,24,?,6.3,,2.8,,4.6,,13.4,,0,,,M,,M,25.5,,5,,13,,37,
12/25/2014,2014,12,25,?,8.2,,3.8,,6,,12,,0,,,M,,M,1.1,,,,25,,74,
12/26/2014,2014,12,26,?,4.8,,2.3,,3.6,,14.4,,0,,,M,,M,0,,,,26,,61,
12/27/2014,2014,12,27,?,7.5,,1.5,,4.5,,13.5,,0,,,M,,M,0.2,,,,23,,33,
12/28/2014,2014,12,28,?,8.4,,-2,,3.2,,14.8,,0,,,M,,M,1.4,,,,26,,50,
12/29/2014,2014,12,29,?,-0.5,,-11.3,,-5.9,,23.9,,0,,,M,,M,0.4,,,,29,,50,
12/30/2014,2014,12,30,?,-10.6,,-14.7,,-12.7,,30.7,,0,,,M,,M,0.2,,,,29,,32,
12/31/2014,2014,12,31,?,-6.1,,-14.6,,-10.4,,28.4,,0,,,M,,M,0,,,,20,,41,
1/1/2015,2015,1,1,?,-2.9,,-7.4,,-5.2,,23.2,,0,,,M,,M,0.3,,,,21,,54,
1/2/2015,2015,1,2,?,-3.3,,-16,,-9.7,,27.7,,0,,,M,,M,0.2,,,,29,,48,
1/3/2015,2015,1,3,?,-7.7,,-17.5,,-12.6,,30.6,,0,,,M,,M,12.3,,,,4,,35,
1/4/2015,2015,1,4,?,3.6,,-7.8,,-2.1,,20.1,,0,,,M,,M,25.3,,4,,27,,61,
1/5/2015,2015,1,5,?,-5.1,,-17.8,,-11.5,,29.5,,0,,,M,,M,0,,3,,26,,63,
1/6/2015,2015,1,6,?,-8.2,,-19,E,-13.6,E,31.6,E,0,E,,M,,M,2,E,3,,,M,,M
1/7/2015,2015,1,7,?,-8.9,,-26,,-17.5,,35.5,,0,,,M,,M,2.7,,8,,29,,44,
1/8/2015,2015,1,8,?,-7.1,,-26.7,,-16.9,,34.9,,0,,,M,,M,0.7,,11,,20,,44,
1/9/2015,2015,1,9,?,-5.9,,-13.3,,-9.6,,27.6,,0,,,M,,M,1.2,,13,,29,,48,
1/10/2015,2015,1,10,?,-8.4,,-13.1,,-10.8,,28.8,,0,,,M,,M,0,,11,,22,,39,
1/11/2015,2015,1,11,?,-4.2,,-11.3,,-7.8,,25.8,,0,,,M,,M,0,,11,,19,,33,
1/12/2015,2015,1,12,?,-1.9,,-16.7,,-9.3,,27.3,,0,,,M,,M,3.2,,11,,36,,39,
1/13/2015,2015,1,13,?,-16.7,,-23.8,,-20.3,,38.3,,0,,,M,,M,0.4,,12,,,,<31,
1/14/2015,2015,1,14,?,-14.4,,-23.8,,-19.1,,37.1,,0,,,M,,M,0,,12,,,,<31,
1/15/2015,2015,1,15,?,-4.4,,-20.4,,-12.4,,30.4,,0,,,M,,M,0,,12,,,,<31,
1/16/2015,2015,1,16,?,-2.4,,-20.3,,-11.4,,29.4,,0,,,M,,M,0.6,,15,,31,,56,
1/17/2015,2015,1,17,?,-14.6,,-23.5,,-19.1,,37.1,,0,,,M,,M,0,,11,,,,<31,
1/18/2015,2015,1,18,?,2.7,,-15.1,,-6.2,,24.2,,0,,,M,,M,3.7,,12,,15,,41,
1/19/2015,2015,1,19,?,1.4,,-13.4,,-6,,24,,0,,,M,,M,1.6,,15,,26,,44,
1/20/2015,2015,1,20,?,-13.4,,-18.2,,-15.8,,33.8,,0,,,M,,M,0,,13,,27,,39,
1/21/2015,2015,1,21,?,-9.6,,-20.7,,-15.2,,33.2,,0,,,M,,M,0,,13,,,,<31,
1/22/2015,2015,1,22,?,-9.1,,-18.3,,-13.7,,31.7,,0,,,M,,M,0,,14,,,,<31,
1/23/2015,2015,1,23,?,-0.2,,-11.2,,-5.7,,23.7,,0,,,M,,M,0,,14,,22,,46,
1/24/2015,2015,1,24,?,-0.4,,-3,,-1.7,,19.7,,0,,,M,,M,0,,13,,22,,32,
1/25/2015,2015,1,25,?,-1.7,,-18.3,,-10,,28,,0,,,M,,M,0.2,,13,,30,,50,
1/26/2015,2015,1,26,?,-14.3,,-22.2,,-18.3,,36.3,,0,,,M,,M,0,,13,,3,,39,
1/27/2015,2015,1,27,?,-9.5,,-15.7,,-12.6,,30.6,,0,,,M,,M,0,,13,,4,,56,
1/28/2015,2015,1,28,?,-8.3,,-15.4,,-11.9,,29.9,,0,,,M,,M,0,,13,,,,<31,
1/29/2015,2015,1,29,?,-0.7,,-15.5,,-8.1,,26.1,,0,,,M,,M,1.5,,12,,14,,43,
1/30/2015,2015,1,30,?,-2.1,,-19.1,,-10.6,,28.6,,0,,,M,,M,3.9,,17,,27,,35,
1/31/2015,2015,1,31,?,-14.6,,-22.5,,-18.6,,36.6,,0,,,M,,M,0.2,,19,,25,,37,
2/1/2015,2015,2,1,?,-13.9,,-19.8,,-16.9,,34.9,,0,,,M,,M,0,,19,,5,,33,
2/2/2015,2015,2,2,?,-17.2,,-22.4,,-19.8,,37.8,,0,,,M,,M,2.3,,18,,4,,48,
2/3/2015,2015,2,3,?,-7.3,,-22.8,,-15.1,,33.1,,0,,,M,,M,0.9,,18,,,,<31,
2/4/2015,2015,2,4,?,-3.9,,-9.3,,-6.6,,24.6,,0,,,M,,M,3.4,,18,,,,<31,
2/5/2015,2015,2,5,?,-7.1,,-21,,-14.1,,32.1,,0,,,M,,M,0.2,,23,,,,<31,
2/6/2015,2015,2,6,?,-9.3,,-24,,-16.7,,34.7,,0,,,M,,M,1,,22,,,,<31,
2/7/2015,2015,2,7,?,-12.5,,-18.7,,-15.6,,33.6,,0,,,M,,M,0,,24,,,,<31,
2/8/2015,2015,2,8,?,-13.6,,-18.4,,-16,,34,,0,,,M,,M,2.9,,20,,4,,52,
2/9/2015,2015,2,9,?,-11.5,,-15.3,,-13.4,,31.4,,0,,,M,,M,0.7,,16,,4,,52,
2/10/2015,2015,2,10,?,-7.1,,-14.3,,-10.7,,28.7,,0,,,M,,M,0.2,,15,,,,<31,
2/11/2015,2015,2,11,?,-10.8,,-16.6,,-13.7,,31.7,,0,,,M,,M,0.7,,15,,,,<31,
2/12/2015,2015,2,12,?,-7.6,,-18.2,,-12.9,,30.9,,0,,,M,,M,2.1,,22,,29,,39,
2/13/2015,2015,2,13,?,-18.1,,-24,,-21.1,,39.1,,0,,,M,,M,0.2,,21,,26,,41,
2/14/2015,2015,2,14,?,-13.6,,-21,,-17.3,,35.3,,0,,,M,,M,0,,23,,36,,44,
2/15/2015,2015,2,15,?,-14,,-21.8,,-17.9,,35.9,,0,,,M,,M,0,,21,,30,,54,
2/16/2015,2015,2,16,?,-16.3,,-23.7,,-20,,38,,0,,,M,,M,0,,21,,25,,43,
2/17/2015,2015,2,17,?,-12.8,,-24,,-18.4,,36.4,,0,,,M,,M,0,,21,,,,<31,
2/18/2015,2015,2,18,?,-6.9,,-20.6,,-13.8,,31.8,,0,,,M,,M,0,,21,,,,<31,
2/19/2015,2015,2,19,?,-8.2,,-18.4,,-13.3,,31.3,,0,,,M,,M,2,,21,,24,,48,
2/20/2015,2015,2,20,?,-14.2,,-19.5,,-16.9,,34.9,,0,,,M,,M,0.9,,20,,26,,50,
2/21/2015,2015,2,21,?,-7.5,,-17.8,,-12.7,,30.7,,0,,,M,,M,2.7,,20,,,,<31,
2/22/2015,2015,2,22,?,-3.3,,-11.3,,-7.3,,25.3,,0,,,M,,M,0.4,,24,,31,,48,
2/23/2015,2015,2,23,?,-11,,-22.8,,-16.9,,34.9,,0,,,M,,M,0.2,,23,,29,,46,
2/24/2015,2015,2,24,?,-8.7,,-24,,-16.4,,34.4,,0,,,M,,M,0,,23,,15,,39,
2/25/2015,2015,2,25,?,-4.7,,-17.8,,-11.3,,29.3,,0,,,M,,M,0.2,,23,,26,,48,
2/26/2015,2015,2,26,?,-11.8,,-20.6,,-16.2,,34.2,,0,,,M,,M,0,,23,,,,<31,
2/27/2015,2015,2,27,?,-9.2,,-20.6,,-14.9,,32.9,,0,,,M,,M,0,,23,,26,,41,
2/28/2015,2015,2,28,?,-5.4,,-16,,-10.7,,28.7,,0,,,M,,M,0,,23,,24,,37,
3/1/2015,2015,3,1,?,-3,,-16,,-9.5,,27.5,,0,,,M,,M,0,,23,,,,<31,
3/2/2015,2015,3,2,?,-2.9,,-12.4,,-7.7,,25.7,,0,,,M,,M,0,,23,,31,,56,
3/3/2015,2015,3,3,?,-3.6,,-17.5,,-10.6,,28.6,,0,,,M,,M,2.5,,23,,17,,41,
3/4/2015,2015,3,4,?,2.2,,-5.8,,-1.8,,19.8,,0,,,M,,M,0.2,,23,,25,,54,
3/5/2015,2015,3,5,?,-5.8,,-18.3,,-12.1,,30.1,,0,,,M,,M,0.7,,23,,33,,41,
3/6/2015,2015,3,6,?,-6.6,,-20,,-13.3,,31.3,,0,,,M,,M,0.2,,23,,24,,35,
3/7/2015,2015,3,7,?,-1.9,,-13.5,,-7.7,,25.7,,0,,,M,,M,0,,23,,25,,37,
3/8/2015,2015,3,8,?,-0.2,,-5.8,,-3,,21,,0,,,M,,M,0.2,,23,,27,,32,
3/9/2015,2015,3,9,?,2.8,,-3.5,,-0.4,,18.4,,0,,,M,,M,1,,24,,26,,43,
3/10/2015,2015,3,10,?,7.5,,-3.6,,2,,16,,0,,,M,,M,0,,25,,,,<31,
3/11/2015,2015,3,11,?,7.9,,-0.5,,3.7,,14.3,,0,,,M,,M,0,,19,,31,,57,
3/12/2015,2015,3,12,?,-0.5,,-9,,-4.8,,22.8,,0,,,M,,M,0,,8,,32,,56,
3/13/2015,2015,3,13,?,-1.9,,-9.3,,-5.6,,23.6,,0,,,M,,M,0.2,,6,,,,<31,
3/14/2015,2015,3,14,?,0.6,,-3,,-1.2,,19.2,,0,,,M,,M,5.9,,6,,4,,39,
3/15/2015,2015,3,15,?,0.1,,-7.1,,-3.5,,21.5,,0,,,M,,M,0.7,,8,,2,,46,
3/16/2015,2015,3,16,?,2.8,,-10.7,,-4,,22,,0,,,M,,M,0.2,,9,,,,<31,
3/17/2015,2015,3,17,?,1.5,,-8.2,,-3.4,,21.4,,0,,,M,,M,1.2,,8,,32,,59,
3/18/2015,2015,3,18,?,-5.4,,-12.7,,-9.1,,27.1,,0,,,M,,M,0.2,,8,,29,,54,
3/19/2015,2015,3,19,?,-1.8,,-14.1,,-8,,26,,0,,,M,,M,0.2,,7,,28,,41,
3/20/2015,2015,3,20,?,3.1,,-9,,-3,,21,,0,,,M,,M,0,,7,,14,,32,
3/21/2015,2015,3,21,?,2,,-10.3,,-4.2,,22.2,,0,,,M,,M,5.5,,7,,30,,65,
3/22/2015,2015,3,22,?,-9,,-15.7,,-12.4,,30.4,,0,,,M,,M,0.2,,8,,31,,52,
3/23/2015,2015,3,23,?,-6,,-15.9,,-11,,29,,0,,,M,,M,0.2,,7,,26,,44,
3/24/2015,2015,3,24,?,-0.2,,-12.2,,-6.2,,24.2,,0,,,M,,M,0,,7,,,,<31,
3/25/2015,2015,3,25,?,6.7,,-7.7,,-0.5,,18.5,,0,,,M,,M,0.2,,6,,13,,44,
3/26/2015,2015,3,26,?,5.5,,1.2,,3.4,,14.6,,0,,,M,,M,1.3,,2,,25,,41,
3/27/2015,2015,3,27,?,2.3,,-5.4,,-1.6,,19.6,,0,,,M,,M,2.6,,0,T,2,,33,
3/28/2015,2015,3,28,?,-2.2,,-9.4,,-5.8,,23.8,,0,,,M,,M,0.2,,0,T,2,,32,
3/29/2015,2015,3,29,?,3.5,,-9.1,,-2.8,,20.8,,0,,,M,,M,0,,0,T,23,,37,
3/30/2015,2015,3,30,?,4.1,,-1,,1.6,,16.4,,0,,,M,,M,1,,0,T,23,,50,
3/31/2015,2015,3,31,?,2.2,,-5.4,,-1.6,,19.6,,0,,,M,,M,0,,0,T,31,,44,
4/1/2015,2015,4,1,?,2,,-6.8,,-2.4,,20.4,,0,,,M,,M,0.2,,,,25,,35,
4/2/2015,2015,4,2,?,10.5,,-2.4,,4.1,,13.9,,0,,,M,,M,2.1,,,,12,,37,
4/3/2015,2015,4,3,?,12.9,,5.6,,9.3,,8.7,,0,,,M,,M,4.2,,,,25,,44,
4/4/2015,2015,4,4,?,5.7,,-4.8,,0.5,,17.5,,0,,,M,,M,6.4,,,,1,,56,
4/5/2015,2015,4,5,?,0.7,,-4.9,,-2.1,,20.1,,0,,,M,,M,0,,,,28,,50,
4/6/2015,2015,4,6,?,2.9,,-6,,-1.6,,19.6,,0,,,M,,M,0.4,,,,,,<31,
4/7/2015,2015,4,7,?,5.7,,-3.6,,1.1,,16.9,,0,,,M,,M,0.2,,,,,,<31,
4/8/2015,2015,4,8,?,5.9,,-2.2,,1.9,,16.1,,0,,,M,,M,2.7,,,,11,,35,
4/9/2015,2015,4,9,?,7.2,,0.3,,3.8,,14.2,,0,,,M,,M,5.6,,,,13,,59,
4/10/2015,2015,4,10,?,11.9,,3.2,,7.6,,10.4,,0,,,M,,M,10.9,,,,22,,59,
4/11/2015,2015,4,11,?,8.4,,2.7,,5.6,,12.4,,0,,,M,,M,0,,,,25,,61,
4/12/2015,2015,4,12,?,16.9,,2.7,,9.8,,8.2,,0,,,M,,M,0,,,,26,,37,
4/13/2015,2015,4,13,?,,M,2.8,E,,M,,M,,M,,M,,M,,M,,,,M,,M
4/14/2015,2015,4,14,?,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
4/15/2015,2015,4,15,?,14,,1.7,,7.9,,10.1,,0,,,M,,M,0.2,,,,30,,33,
4/16/2015,2015,4,16,?,16.2,,0.6,,8.4,,9.6,,0,,,M,,M,0,,,,26,,41,
4/17/2015,2015,4,17,?,18.9,,8.8,,13.9,,4.1,,0,,,M,,M,0,,,,22,,43,
4/18/2015,2015,4,18,?,10.1,,1.8,,6,,12,,0,,,M,,M,0,,,,33,,44,
4/19/2015,2015,4,19,?,12.2,,0.5,,6.4,,11.6,,0,,,M,,M,0.2,,,,8,,33,
4/20/2015,2015,4,20,?,10.1,,5.2,,7.7,,10.3,,0,,,M,,M,10.5,,,,12,,57,
