Date/Time,Year,Month,Day,Data Quality,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Mean Temp,Mean Temp Flag,Heat Deg Days,Heat Deg Days Flag,Cool Deg Days,Cool Deg Days Flag,Total Rain,Total Rain Flag,Total Snow,Total Snow Flag,Total Precip,Total Precip Flag,Snow on Grnd,Snow on Grnd Flag,Dir of Max Gust,Dir of Max Gust Flag,Spd of Max Gust,Spd of Max Gust Flag
12/25/2013,2013,12,25,?,-13.6,,-20.2,,-16.9,,34.9,,0,,,M,,M,0,,25,,,,<31,
12/26/2013,2013,12,26,?,-8.8,,-15.6,,-12.2,,30.2,,0,,,M,,M,0.9,,25,,,,<31,
12/27/2013,2013,12,27,?,-3.8,,-11.3,,-7.6,,25.6,,0,,,M,,M,0,,28,,,,<31,
12/28/2013,2013,12,28,?,2.8,,-5.3,,-1.3,,19.3,,0,,,M,,M,0.7,,27,,26,,37,
12/29/2013,2013,12,29,?,1.5,,-10.6,,-4.6,,22.6,,0,,,M,,M,0.2,,24,,5,,35,
12/30/2013,2013,12,30,?,-7.6,,-19.1,,-13.4,,31.4,,0,,,M,,M,0.2,,23,,27,,44,
12/31/2013,2013,12,31,?,-14.8,,-20.6,,-17.7,,35.7,,0,,,M,,M,0.7,,23,,,,<31,
1/1/2014,2014,1,1,?,-16.2,,-24.2,,-20.2,,38.2,,0,,,M,,M,0,,24,,30,,32,
1/2/2014,2014,1,2,?,-22.2,,-27,,-24.6,,42.6,,0,,,M,,M,0.4,,23,,3,,41,
1/3/2014,2014,1,3,?,-18.9,,-24.2,,-21.6,,39.6,,0,,,M,,M,0.2,,23,,2,,44,
1/4/2014,2014,1,4,?,-8.2,,-23.7,,-16,,34,,0,,,M,,M,0,,23,,,,<31,
1/5/2014,2014,1,5,?,0.6,,-12.5,,-6,,24,,0,,,M,,M,6.6,,24,,,,<31,
1/6/2014,2014,1,6,?,6.7,,-11.1,,-2.2,,20.2,,0,,,M,,M,13.4,,21,,24,,72,
1/7/2014,2014,1,7,?,-11,,-16.4,,-13.7,,31.7,,0,,,M,,M,0.2,,18,,25,,65,
1/8/2014,2014,1,8,?,-8.4,,-14.3,,-11.4,,29.4,,0,,,M,,M,,M,18,,,,<31,
1/9/2014,2014,1,9,?,-7.5,,-11.9,,-9.7,,27.7,,0,,,M,,M,0,,18,,24,,35,
1/10/2014,2014,1,10,?,-4,,-13.3,,-8.7,,26.7,,0,,,M,,M,0,,18,,,,<31,
1/11/2014,2014,1,11,?,7.7,,-6,,0.9,,17.1,,0,,,M,,M,9.4,,18,,25,,52,
1/12/2014,2014,1,12,?,5.3,,0.8,,3.1,,14.9,,0,,,M,,M,0,,14,,27,,56,
1/13/2014,2014,1,13,?,4.5,,-1.6,,1.5,,16.5,,0,,,M,,M,0,,14,,16,,33,
1/14/2014,2014,1,14,?,4.7,,-0.9,,1.9,,16.1,,0,,,M,,M,4.7,,13,,,,<31,
1/15/2014,2014,1,15,?,2.3,,-4,,-0.9,,18.9,,0,,,M,,M,0,,12,,,,<31,
1/16/2014,2014,1,16,?,0,,-5.1,,-2.6,,20.6,,0,,,M,,M,0,,11,,,,<31,
1/17/2014,2014,1,17,?,0.7,,-4.1,,-1.7,,19.7,,0,,,M,,M,0.2,,11,,13,,32,
1/18/2014,2014,1,18,?,3.1,,-6.4,,-1.7,,19.7,,0,,,M,,M,0.2,,11,,,,<31,
1/19/2014,2014,1,19,?,-1.6,,-6.4,,-4,,22,,0,,,M,,M,0.5,,11,,25,,65,
1/20/2014,2014,1,20,?,-6.3,,-20.7,,-13.5,,31.5,,0,,,M,,M,1.1,,11,,31,,37,
1/21/2014,2014,1,21,?,-18.5,,-24,,-21.3,,39.3,,0,,,M,,M,0.2,,11,,,,<31,
1/22/2014,2014,1,22,?,-17.4,,-25.5,,-21.5,,39.5,,0,,,M,,M,0,,11,,,,<31,
1/23/2014,2014,1,23,?,-17.3,,-22.7,,-20,,38,,0,,,M,,M,0,,11,,25,,33,
1/24/2014,2014,1,24,?,-9.6,,-23.3,,-16.5,,34.5,,0,,,M,,M,0,,11,,15,,43,
1/25/2014,2014,1,25,?,-5.1,,-15.2,,-10.2,,28.2,,0,,,M,,M,0,,11,,28,,59,
1/26/2014,2014,1,26,?,-12.8,,-21.4,,-17.1,,35.1,,0,,,M,,M,0.2,,11,,27,,56,
1/27/2014,2014,1,27,?,-6,,-17.1,,-11.6,,29.6,,0,,,M,,M,3,,11,,26,,70,
1/28/2014,2014,1,28,?,-10.3,,-19.4,,-14.9,,32.9,,0,,,M,,M,0.2,,10,,24,,50,
1/29/2014,2014,1,29,?,-9.3,,-13.6,,-11.5,,29.5,,0,,,M,,M,0,,11,,24,,52,
1/30/2014,2014,1,30,?,-4.1,,-12.3,,-8.2,,26.2,,0,,,M,,M,0,,11,,15,,39,
1/31/2014,2014,1,31,?,1.4,,-5.4,,-2,,20,,0,,,M,,M,0,,10,,20,,78,
2/1/2014,2014,2,1,?,-1,,-9.4,,-5.2,,23.2,,0,,,M,,M,9.9,,10,,,,<31,
2/2/2014,2014,2,2,?,-1.1,,-9.7,,-5.4,,23.4,,0,,,M,,M,3.6,,20,,,,<31,
2/3/2014,2014,2,3,?,-5.2,,-15.4,,-10.3,,28.3,,0,,,M,,M,0.2,,20,,,,<31,
2/4/2014,2014,2,4,?,-6,,-17,,-11.5,,29.5,,0,,,M,,M,0,,19,,,,<31,
2/5/2014,2014,2,5,?,-7.6,,-15.8,,-11.7,,29.7,,0,,,M,,M,2.9,,19,,2,,41,
2/6/2014,2014,2,6,?,-9,,-19.3,,-14.2,,32.2,,0,,,M,,M,0,,18,,,,<31,
2/7/2014,2014,2,7,?,-7.3,,-11.7,,-9.5,,27.5,,0,,,M,,M,0,,19,,25,,56,
2/8/2014,2014,2,8,?,-5.5,,-11.9,,-8.7,,26.7,,0,,,M,,M,0,,10,,23,,35,
2/9/2014,2014,2,9,?,-5.3,,-12.1,,-8.7,,26.7,,0,,,M,,M,0.6,,10,,,,<31,
2/10/2014,2014,2,10,?,-6.8,,-15.2,,-11,,29,,0,,,M,,M,0.2,,11,,26,,32,
2/11/2014,2014,2,11,?,-11.1,,-18.4,,-14.8,,32.8,,0,,,M,,M,0,,11,,,,<31,
2/12/2014,2014,2,12,?,-9.7,,-22.5,,-16.1,,34.1,,0,,,M,,M,0.2,,11,,,,<31,
2/13/2014,2014,2,13,?,-6.1,,-18.1,,-12.1,,30.1,,0,,,M,,M,0.3,,10,,2,,48,
2/14/2014,2014,2,14,?,-2.5,,-6.1,,-4.3,,22.3,,0,,,M,,M,5.6,,12,,2,,59,
2/15/2014,2014,2,15,?,-5.4,,-12.6,,-9,,27,,0,,,M,,M,0,,17,,,,<31,
2/16/2014,2014,2,16,?,-9.3,,-16.1,,-12.7,,30.7,,0,,,M,,M,0,,15,,25,,44,
2/17/2014,2014,2,17,?,-9.8,,-17.2,,-13.5,,31.5,,0,,,M,,M,0.2,,10,,20,,32,
2/18/2014,2014,2,18,?,-3.4,,-15.3,,-9.4,,27.4,,0,,,M,,M,0.9,,10,,,,<31,
2/19/2014,2014,2,19,?,1.4,,-5.4,,-2,,20,,0,,,M,,M,0,,10,,13,,37,
2/20/2014,2014,2,20,?,3.2,,-4.3,,-0.6,,18.6,,0,,,M,,M,0,,10,,26,,37,
2/21/2014,2014,2,21,?,4.5,,0.3,,2.4,,15.6,,0,,,M,,M,18.4,,10,,23,,41,
2/22/2014,2014,2,22,?,6.4,,-1.2,,2.6,,15.4,,0,,,M,,M,0,,7,,23,,69,
2/23/2014,2014,2,23,?,1.8,,-4.2,,-1.2,,19.2,,0,,,M,,M,0,,5,,28,,48,
2/24/2014,2014,2,24,?,-4.2,,-10.6,,-7.4,,25.4,,0,,,M,,M,0.2,,5,,26,,50,
2/25/2014,2014,2,25,?,-8.8,,-13.1,,-11,,29,,0,,,M,,M,0,,5,,25,,37,
2/26/2014,2014,2,26,?,-9.4,,-14.1,,-11.8,,29.8,,0,,,M,,M,0.9,,5,,26,,52,
2/27/2014,2014,2,27,?,-6.7,,-14.1,,-10.4,,28.4,,0,,,M,,M,0,,5,,20,,43,
2/28/2014,2014,2,28,?,-12,,-17.9,,-15,,33,,0,,,M,,M,0,,5,,20,,35,
3/1/2014,2014,3,1,?,-2.8,,-14.1,,-8.5,,26.5,,0,,,M,,M,0.5,,5,,25,,37,
3/2/2014,2014,3,2,?,-5.6,,-15.5,,-10.6,,28.6,,0,,,M,,M,0.5,,5,,21,,33,
3/3/2014,2014,3,3,?,-12.5,,-18.3,,-15.4,,33.4,,0,,,M,,M,0,,5,,26,,35,
3/4/2014,2014,3,4,?,-10.8,,-17.7,,-14.3,,32.3,,0,,,M,,M,0.8,,5,,24,,32,
3/5/2014,2014,3,5,?,-8.5,,-17.2,,-12.9,,30.9,,0,,,M,,M,0.2,,5,,,,<31,
3/6/2014,2014,3,6,?,-6.9,,-19.4,,-13.2,,31.2,,0,,,M,,M,0,,5,,,,<31,
3/7/2014,2014,3,7,?,0.2,,-17.8,,-8.8,,26.8,,0,,,M,,M,0,,5,,,,<31,
3/8/2014,2014,3,8,?,3.3,,-6.2,,-1.5,,19.5,,0,,,M,,M,0,,4,,,,<31,
3/9/2014,2014,3,9,?,-3.7,,-11.9,,-7.8,,25.8,,0,,,M,,M,1.9,,5,,20,,32,
3/10/2014,2014,3,10,?,0.7,,-5.4,,-2.4,,20.4,,0,,,M,,M,4.1,,8,,,,<31,
3/11/2014,2014,3,11,?,5.4,,0.4,,2.9,,15.1,,0,,,M,,M,0,,11,,27,,44,
3/12/2014,2014,3,12,?,1.5,,-11.9,,-5.2,,23.2,,0,,,M,,M,6,,5,,1,,65,
3/13/2014,2014,3,13,?,-6.9,,-14.6,,-10.8,,28.8,,0,,,M,,M,0.7,,9,,29,,48,
3/14/2014,2014,3,14,?,2.2,,-15.9,,-6.9,,24.9,,0,,,M,,M,0,,6,,15,,46,
3/15/2014,2014,3,15,?,4.7,,-8.3,,-1.8,,19.8,,0,,,M,,M,0,,5,,30,,48,
3/16/2014,2014,3,16,?,-8.2,,-14.8,,-11.5,,29.5,,0,,,M,,M,0,,4,,28,,46,
3/17/2014,2014,3,17,?,-6.5,,-16.1,,-11.3,,29.3,,0,,,M,,M,0,,4,,25,,35,
3/18/2014,2014,3,18,?,-2.1,,-13.3,,-7.7,,25.7,,0,,,M,,M,0,,4,,,,<31,
3/19/2014,2014,3,19,?,3.2,,-8.9,,-2.9,,20.9,,0,,,M,,M,0.6,,3,,16,,56,
3/20/2014,2014,3,20,?,3.1,,-0.2,,1.5,,16.5,,0,,,M,,M,2.3,,3,,25,,46,
3/21/2014,2014,3,21,?,2.6,,-2.8,,-0.1,,18.1,,0,,,M,,M,0,,3,,26,,52,
3/22/2014,2014,3,22,?,0.7,,-3.7,,-1.5,,19.5,,0,,,M,,M,6.8,,2,,26,,43,
3/23/2014,2014,3,23,?,0.2,,-16.1,,-8,,26,,0,,,M,,M,0.5,,3,,31,,50,
3/24/2014,2014,3,24,?,-4.6,,-18.1,,-11.4,,29.4,,0,,,M,,M,0,,3,,27,,35,
3/25/2014,2014,3,25,?,-0.6,,-10.5,,-5.6,,23.6,,0,,,M,,M,0,,3,,,,<31,
3/26/2014,2014,3,26,?,-2.5,,-10.4,,-6.5,,24.5,,0,,,M,,M,0,,2,,29,,50,
3/27/2014,2014,3,27,?,-1.6,,-12.4,,-7,,25,,0,,,M,,M,0,,2,,,,<31,
3/28/2014,2014,3,28,?,4.2,,-2.3,,1,,17,,0,,,M,,M,12.1,,6,,15,,39,
3/29/2014,2014,3,29,?,3.3,,0.7,,2,,16,,0,,,M,,M,0,,3,,3,,52,
3/30/2014,2014,3,30,?,0.7,,-1.4,,-0.4,,18.4,,0,,,M,,M,9.8,,11,,3,,61,
3/31/2014,2014,3,31,?,6.2,,-1.5,,2.4,,15.6,,0,,,M,,M,0,,5,,36,,33,
4/1/2014,2014,4,1,?,5,,-2.9,,1.1,,16.9,,0,,,M,,M,0,,1,,4,,32,
4/2/2014,2014,4,2,?,5,,1.4,,3.2,,14.8,,0,,,M,,M,0,,1,,23,,44,
4/3/2014,2014,4,3,?,3.4,,-2.5,,0.5,,17.5,,0,,,M,,M,0,,1,,34,,43,
4/4/2014,2014,4,4,?,7.4,,-2.8,,2.3,,15.7,,0,,,M,,M,15.7,,1,,15,,57,
4/5/2014,2014,4,5,?,5.1,,0.4,,2.8,,15.2,,0,,,M,,M,1.1,,3,,25,,54,
4/6/2014,2014,4,6,?,7.1,,-1,,3.1,,14.9,,0,,,M,,M,0,,3,,25,,46,
4/7/2014,2014,4,7,?,13.3,,-1.4,,6,,12,,0,,,M,,M,6.5,,3,,16,,46,
4/8/2014,2014,4,8,?,5.7,,3,,4.4,,13.6,,0,,,M,,M,22.3,,3,,25,,37,
4/9/2014,2014,4,9,?,4.9,,-1.6,,1.7,,16.3,,0,,,M,,M,0,,2,,28,,46,
4/10/2014,2014,4,10,?,16.3,,-1.7,,7.3,,10.7,,0,,,M,,M,3,,2,,25,,43,
4/11/2014,2014,4,11,?,11.9,,2.8,,7.4,,10.6,,0,,,M,,M,0.2,,2,,26,,41,
4/12/2014,2014,4,12,?,14.4,,1.3,,7.9,,10.1,,0,,,M,,M,0,,1,,24,,44,
4/13/2014,2014,4,13,?,11.6,,2.7,,7.2,,10.8,,0,,,M,,M,7.6,,1,,1,,48,
4/14/2014,2014,4,14,,,,,,,,,,,,,,,,,,,,,,,
4/15/2014,2014,4,15,?,16.5,,-5,,5.8,,12.2,,0,,,M,,M,8.9,,1,,27,,63,
4/16/2014,2014,4,16,?,0.7,,-7.2,,-3.3,,21.3,,0,,,M,,M,0,,1,,29,,59,
4/17/2014,2014,4,17,?,7.7,,-4.2,,1.8,,16.2,,0,,,M,,M,0,,0,T,11,,35,
4/18/2014,2014,4,18,?,11.2,,1.5,,6.4,,11.6,,0,,,M,,M,0,,0,T,13,,33,
4/19/2014,2014,4,19,?,10.7,,0.9,,5.8,,12.2,,0,,,M,,M,0,,0,T,30,,37,
4/20/2014,2014,4,20,?,14.1,,-1,,6.6,,11.4,,0,,,M,,M,0,,0,T,,,<31,
4/21/2014,2014,4,21,?,19.4,,7.2,,13.3,,4.7,,0,,,M,,M,0.3,,0,T,24,,33,
4/22/2014,2014,4,22,?,12.9,,6.9,,9.9,,8.1,,0,,,M,,M,10.3,,0,T,,,<31,
4/23/2014,2014,4,23,?,11.9,,2.7,,7.3,,10.7,,0,,,M,,M,0,,0,T,34,,46,
4/24/2014,2014,4,24,?,12.8,,1.1,,7,,11,,0,,,M,,M,0,,0,T,32,,46,
4/25/2014,2014,4,25,?,12.2,,-0.4,,5.9,,12.1,,0,,,M,,M,0,,0,T,5,,35,
4/26/2014,2014,4,26,?,9.1,,2.9,,6,,12,,0,,,M,,M,10.2,,0,T,36,,32,
4/27/2014,2014,4,27,?,10.7,,2.5,,6.6,,11.4,,0,,,M,,M,1.7,,0,T,2,,37,
4/28/2014,2014,4,28,?,12.3,,3,,7.7,,10.3,,0,,,M,,M,0,,0,T,3,,41,
4/29/2014,2014,4,29,?,16.4,,6,,11.2,,6.8,,0,,,M,,M,1.9,,,,17,,44,
4/30/2014,2014,4,30,?,11,,5.1,,8.1,,9.9,,0,,,M,,M,31.1,,0,T,11,,44,
5/1/2014,2014,5,1,?,16,,6.2,,11.1,,6.9,,0,,,M,,M,7.3,,,,24,,46,
5/2/2014,2014,5,2,?,13,,8.3,,10.7,,7.3,,0,,,M,,M,0,,,,23,,41,
5/3/2014,2014,5,3,?,16.8,,8.5,,12.7,,5.3,,0,,,M,,M,0.5,,,,21,,44,
5/4/2014,2014,5,4,?,12.1,,7.5,,9.8,,8.2,,0,,,M,,M,18.4,,,,,,<31,
5/5/2014,2014,5,5,?,13.4,,4.6,,9,,9,,0,,,M,,M,,M,,,,,<31,
5/6/2014,2014,5,6,?,14.9,,3,,9,,9,,0,,,M,,M,0,,,,29,,41,
5/7/2014,2014,5,7,?,15.9,,2.2,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
5/8/2014,2014,5,8,?,17.1,,6.2,,11.7,,6.3,,0,,,M,,M,0,,,,6,,33,
5/9/2014,2014,5,9,?,21.1,,9.5,,15.3,,2.7,,0,,,M,,M,3.1,,,,15,,46,
5/10/2014,2014,5,10,?,23.6,,12.7,,18.2,,0,,0.2,,,M,,M,4.2,,,,22,,56,
5/11/2014,2014,5,11,?,21.8,,11.7,,16.8,,1.2,,0,,,M,,M,0,,,,24,,56,
5/12/2014,2014,5,12,?,22.3,,10.2,,16.3,,1.7,,0,,,M,,M,0,,,,4,,41,
5/13/2014,2014,5,13,?,18.5,,8.7,,13.6,,4.4,,0,,,M,,M,0.3,,,,3,,41,
5/14/2014,2014,5,14,?,25.1,,12.9,,19,,0,,1,,,M,,M,0,,,,,,<31,
5/15/2014,2014,5,15,?,28.5,,17.2,,22.9,,0,,4.9,,,M,,M,0,,,,16,,65,
5/16/2014,2014,5,16,?,22.3,,10.4,,16.4,,1.6,,0,,,M,,M,28,,,,13,,48,
5/17/2014,2014,5,17,?,15.4,,9,,12.2,,5.8,,0,,,M,,M,10.7,,,,21,,41,
5/18/2014,2014,5,18,?,16.7,,7,,11.9,,6.1,,0,,,M,,M,0,,,,26,,41,
5/19/2014,2014,5,19,?,20.6,,9.6,,15.1,,2.9,,0,,,M,,M,0,,,,,,<31,
5/20/2014,2014,5,20,?,23.2,,9.4,,16.3,,1.7,,0,,,M,,M,0,,,,,,<31,
5/21/2014,2014,5,21,?,24.1,,11.1,,17.6,,0.4,,0,,,M,,M,,M,,,,,<31,
5/22/2014,2014,5,22,?,19.1,,13.5,,16.3,,1.7,,0,,,M,,M,0.2,,,,11,,35,
5/23/2014,2014,5,23,?,20.8,,11,,15.9,,2.1,,0,,,M,,M,0,,,,2,,33,
5/24/2014,2014,5,24,?,21.3,,11.3,,16.3,,1.7,,0,,,M,,M,0,,,,,,<31,
5/25/2014,2014,5,25,?,25.4,,10.4,,17.9,,0.1,,0,,,M,,M,3.8,,,,27,,63,
5/26/2014,2014,5,26,?,22.6,,16.3,,19.5,,0,,1.5,,,M,,M,3.1,,,,26,,46,
5/27/2014,2014,5,27,?,17.4,,8.8,,13.1,,4.9,,0,,,M,,M,3.9,,,,3,,41,
5/28/2014,2014,5,28,?,16.2,,7.8,,12,,6,,0,,,M,,M,0.2,,,,4,,44,
5/29/2014,2014,5,29,?,20.8,,5.4,,13.1,,4.9,,0,,,M,,M,0,,,,,,<31,
5/30/2014,2014,5,30,?,22.4,,12.4,,17.4,,0.6,,0,,,M,,M,1.5,,,,2,,39,
5/31/2014,2014,5,31,?,20.6,,9,,14.8,,3.2,,0,,,M,,M,0,,,,,,<31,
6/1/2014,2014,6,1,?,25.1,,8.7,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
6/2/2014,2014,6,2,?,30.2,,15.2,,22.7,,0,,4.7,,,M,,M,0,,,,21,,32,
6/3/2014,2014,6,3,?,28,,19.3,,23.7,,0,,5.7,,,M,,M,20.9,,,,29,,57,
6/4/2014,2014,6,4,?,21.6,,14.3,,18,,0,,0,,,M,,M,0,,,,25,,37,
6/5/2014,2014,6,5,?,17.1,,13.5,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
6/6/2014,2014,6,6,?,22.9,,12.7,,17.8,,0.2,,0,,,M,,M,0,,,,25,,39,
6/7/2014,2014,6,7,?,27.5,,14.1,,20.8,,0,,2.8,,,M,,M,0,,,,23,,33,
6/8/2014,2014,6,8,?,28.2,,14.9,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
6/9/2014,2014,6,9,?,27.6,,18.9,,23.3,,0,,5.3,,,M,,M,0,,,,2,,33,
6/10/2014,2014,6,10,?,24.4,,15.9,,20.2,,0,,2.2,,,M,,M,0,,,,2,,33,
6/11/2014,2014,6,11,?,24.3,,13.1,,18.7,,0,,0.7,,,M,,M,8.8,,,,16,,44,
6/12/2014,2014,6,12,?,17.6,,12.9,,15.3,,2.7,,0,,,M,,M,24.6,,,,15,,43,
6/13/2014,2014,6,13,?,19.8,,16.7,,18.3,,0,,0.3,,,M,,M,40.1,,,,14,,44,
6/14/2014,2014,6,14,?,19.8,,14.5,,17.2,,0.8,,0,,,M,,M,1.6,,,,26,,44,
6/15/2014,2014,6,15,?,23.5,,13.1,,18.3,,0,,0.3,,,M,,M,0,,,,,,<31,
6/16/2014,2014,6,16,?,24.4,,11.5,,18,,0,,0,,,M,,M,0,,,,,,<31,
6/17/2014,2014,6,17,?,27.4,,12.8,,20.1,,0,,2.1,,,M,,M,22.7,,,,3,,44,
6/18/2014,2014,6,18,?,25.2,,16.4,,20.8,,0,,2.8,,,M,,M,1.2,,,,27,,41,
6/19/2014,2014,6,19,?,24,,13.1,,18.6,,0,,0.6,,,M,,M,0,,,,32,,39,
6/20/2014,2014,6,20,?,21.1,,11,,16.1,,1.9,,0,,,M,,M,0,,,,33,,37,
6/21/2014,2014,6,21,?,22.2,,9.7,,16,,2,,0,,,M,,M,0,,,,32,,32,
6/22/2014,2014,6,22,?,24,,10.8,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
6/23/2014,2014,6,23,?,26.9,,13.2,,20.1,,0,,2.1,,,M,,M,0,,,,,,<31,
6/24/2014,2014,6,24,?,21.7,,19,,20.4,,0,,2.4,,,M,,M,43.5,,,,,,<31,
6/25/2014,2014,6,25,?,24.1,,18.3,,21.2,,0,,3.2,,,M,,M,0,,,,,,<31,
6/26/2014,2014,6,26,?,26.7,,16.5,,21.6,,0,,3.6,,,M,,M,0,,,,2,,39,
6/27/2014,2014,6,27,?,28.6,,14.6,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
6/28/2014,2014,6,28,?,29.4,,15.5,,22.5,,0,,4.5,,,M,,M,0,,,,,,<31,
6/29/2014,2014,6,29,?,30.8,,19.1,,25,,0,,7,,,M,,M,0,,,,15,,32,
6/30/2014,2014,6,30,?,29.8,,22.7,,26.3,,0,,8.3,,,M,,M,0,,,,,,<31,
7/1/2014,2014,7,1,?,33.2,,21.8,,27.5,,0,,9.5,,,M,,M,0,,,,20,,46,
7/2/2014,2014,7,2,?,29.9,,21.1,,25.5,,0,,7.5,,,M,,M,0,,,,31,,48,
7/3/2014,2014,7,3,?,24.5,,19.1,,21.8,,0,,3.8,,,M,,M,0,,,,,,<31,
7/4/2014,2014,7,4,?,23.3,,15.1,,19.2,,0,,1.2,,,M,,M,3,,,,,,<31,
7/5/2014,2014,7,5,?,27.5,,13.7,,20.6,,0,,2.6,,,M,,M,0,,,,26,,59,
7/6/2014,2014,7,6,?,27.1,,18.9,,23,,0,,5,,,M,,M,0,,,,23,,50,
7/7/2014,2014,7,7,?,23.2,,19.3,,21.3,,0,,3.3,,,M,,M,8.9,,,,,,<31,
7/8/2014,2014,7,8,?,30.3,,19.1,,24.7,,0,,6.7,,,M,,M,6.3,,,,21,,72,
7/9/2014,2014,7,9,?,23.5,,18,,20.8,,0,,2.8,,,M,,M,0,,,,24,,54,
7/10/2014,2014,7,10,?,22.9,,14.5,,18.7,,0,,0.7,,,M,,M,0,,,,27,,37,
7/11/2014,2014,7,11,?,25.1,,13.2,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
7/12/2014,2014,7,12,?,27.6,,16.9,,22.3,,0,,4.3,,,M,,M,0,,,,,,<31,
7/13/2014,2014,7,13,?,23.8,,18.9,,21.4,,0,,3.4,,,M,,M,9.8,,,,17,,39,
7/14/2014,2014,7,14,?,24.1,,18.1,,21.1,,0,,3.1,,,M,,M,0,,,,24,,32,
7/15/2014,2014,7,15,?,22.2,,17.8,,20,,0,,2,,,M,,M,2.1,,,,2,,33,
7/16/2014,2014,7,16,?,24.1,,17.5,,20.8,,0,,2.8,,,M,,M,0,,,,24,,41,
7/17/2014,2014,7,17,?,23.2,,14.4,,18.8,,0,,0.8,,,M,,M,0,,,,26,,33,
7/18/2014,2014,7,18,?,26.1,,15,,20.6,,0,,2.6,,,M,,M,0,,,,27,,37,
7/19/2014,2014,7,19,?,27.5,,16.5,,22,,0,,4,,,M,,M,0,,,,,,<31,
7/20/2014,2014,7,20,?,27.9,,18.3,,23.1,,0,,5.1,,,M,,M,0,,,,,,<31,
7/21/2014,2014,7,21,?,29.2,,20.6,,24.9,,0,,6.9,,,M,,M,0,,,,,,<31,
7/22/2014,2014,7,22,?,29.7,,21.3,,25.5,,0,,7.5,,,M,,M,0,,,,20,,32,
7/23/2014,2014,7,23,?,26.3,,17.5,,21.9,,0,,3.9,,,M,,M,11.2,,,,32,,39,
7/24/2014,2014,7,24,?,22.7,,13.9,,18.3,,0,,0.3,,,M,,M,0,,,,1,,33,
7/25/2014,2014,7,25,?,25.6,,15.5,,20.6,,0,,2.6,,,M,,M,0,,,,27,,41,
7/26/2014,2014,7,26,?,26,,16.2,,21.1,,0,,3.1,,,M,,M,0,,,,21,,41,
7/27/2014,2014,7,27,?,24.9,,17.7,,21.3,,0,,3.3,,,M,,M,9.1,,,,20,,33,
7/28/2014,2014,7,28,?,18.6,,13.7,,16.2,,1.8,,0,,,M,,M,8.2,,,,3,,43,
7/29/2014,2014,7,29,?,21.4,,11.3,,16.4,,1.6,,0,,,M,,M,0,,,,28,,32,
7/30/2014,2014,7,30,?,24,,13.7,,18.9,,0,,0.9,,,M,,M,0.5,,,,,,<31,
7/31/2014,2014,7,31,?,21.9,,14.5,,18.2,,0,,0.2,,,M,,M,12.3,,,,25,,57,
8/1/2014,2014,8,1,?,26,,15.1,,20.6,,0,,2.6,,,M,,M,0,,,,,,<31,
8/2/2014,2014,8,2,?,27.9,,15.4,,21.7,,0,,3.7,,,M,,M,0,,,,20,,32,
8/3/2014,2014,8,3,?,27.7,,16.2,,22,,0,,4,,,M,,M,0,,,,,,<31,
8/4/2014,2014,8,4,?,27.8,,18.4,,23.1,,0,,5.1,,,M,,M,0,,,,27,,37,
8/5/2014,2014,8,5,?,25.3,,17.6,,21.5,,0,,3.5,,,M,,M,1.1,,,,28,,33,
8/6/2014,2014,8,6,?,25.5,,13.5,,19.5,,0,,1.5,,,M,,M,0,,,,33,,39,
8/7/2014,2014,8,7,?,23.2,,14.7,,19,,0,,1,,,M,,M,5.3,,,,,,<31,
8/8/2014,2014,8,8,?,26.9,,14.3,,20.6,,0,,2.6,,,M,,M,0.2,,,,,,<31,
8/9/2014,2014,8,9,?,28.6,,15,,21.8,,0,,3.8,,,M,,M,0,,,,,,<31,
8/10/2014,2014,8,10,?,28.6,,17.6,,23.1,,0,,5.1,,,M,,M,0.2,,,,,,<31,
8/11/2014,2014,8,11,?,29.7,,18.2,,24,,0,,6,,,M,,M,0,,,,,,<31,
8/12/2014,2014,8,12,?,27.6,,18.9,,23.3,,0,,5.3,,,M,,M,1.7,,,,17,,52,
8/13/2014,2014,8,13,?,21.1,,16.2,,18.7,,0,,0.7,,,M,,M,42.3,,,,14,,44,
8/14/2014,2014,8,14,?,17.4,,12.1,,14.8,,3.2,,0,,,M,,M,0,,,,24,,43,
8/15/2014,2014,8,15,?,17.7,,12.3,,15,,3,,0,,,M,,M,4,,,,,,<31,
8/16/2014,2014,8,16,?,18.8,,14.4,,16.6,,1.4,,0,,,M,,M,11.8,,,,19,,37,
8/17/2014,2014,8,17,?,22.7,,14.6,,18.7,,0,,0.7,,,M,,M,0,,,,26,,37,
8/18/2014,2014,8,18,?,21.8,,10.9,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
8/19/2014,2014,8,19,?,23.5,,11,,17.3,,0.7,,0,,,M,,M,0.2,,,,,,<31,
8/20/2014,2014,8,20,?,27.2,,14.2,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
